 Provided by Hockey-Reference.com
No.,Player,Pos,Ht,Wt,S/C,Exp,Birth Date,Player-additional
54,Jack Ahcan,D,5-8,184,L/-,R,May 18 1997,ahcanja01
37,Patrice Bergeron (C),C,6-1,196,R/-,16,July 24 1985,bergepa01
10,Anders Bjork,LW,6-0,197,L/-,3,August 5 1996,bjorkan01
81,Anton Blidh,LW,6-1,197,L/-,4,March 14 1995,blidhan01
25,Brandon Carlo,D,6-6,218,R/-,4,November 26 1996,carlobr01
75,Connor Clifton,D,5-11,190,R/-,2,April 28 1995,cliftco01
13,Charlie Coyle,C/RW,6-3,223,R/-,8,March 2 1992,coylech01
74,Jake DeBrusk,LW,6-0,197,L/-,3,October 17 1996,debruja01
11,Trent Frederic,C,6-3,214,L/-,2,February 11 1998,fredetr01
48,Matt Grzelcyk,D,5-10,176,L/-,4,January 5 1994,grzelma01
41,Jaroslav Halak,G,5-11,185,-/L,14,May 13 1985,halakja01
71,Taylor Hall,LW,6-1,210,L/-,10,November 14 1991,hallta02
53,Cameron Hughes,C,5-11,160,L/-,1,October 9 1996,hugheca01
44,Steven Kampfer,D,5-11,198,R/-,8,September 24 1988,kampfst01
28,Ondrej Kase,RW,6-0,187,R/-,4,November 8 1995,kaseon01
46,David Krejci,C,6-0,192,R/-,14,April 28 1986,krejcda01
83,Karson Kuhlman,C,5-11,185,R/-,2,September 26 1995,kuhlmka01
52,Sean Kuraly,C,6-2,213,L/-,4,January 20 1993,kuralse01
55,Jeremy Lauzon,D,6-1,204,L/-,2,April 28 1997,lauzoje01
20,Curtis Lazar,C/RW,6-0,193,R/-,6,February 2 1995,lazarcu01
26,Par Lindholm,C,6-0,183,L/-,2,October 5 1991,lindhpa01
63,Brad Marchand,LW,5-9,176,L/-,11,May 11 1988,marchbr03
73,Charlie McAvoy,D,6-1,209,R/-,3,December 21 1997,mcavoch01
18,Greg McKegg,C,6-0,194,L/-,7,June 17 1992,mckeggr01
86,Kevan Miller,D,6-2,210,R/-,6,November 15 1987,milleke03
27,John Moore,D,6-2,210,L/-,10,November 19 1990,moorejo01
88,David Pastrnak,RW,6-1,195,R/-,6,May 25 1996,pastrda01
40,Tuukka Rask,G,6-3,176,L/L,13,March 10 1987,rasktu01
6,Mike Reilly,D,6-1,199,L/-,5,July 13 1993,reillmi01
21,Nick Ritchie,LW,6-2,230,L/-,5,December 5 1995,ritchni01
19,Zachary Senyshyn,RW,6-1,192,R/-,2,March 30 1997,senysza01
12,Craig Smith,C,6-0,204,R/-,9,September 5 1989,smithcr01
62,Oskar Steen,C,5-9,199,R/-,R,March 9 1998,steenos01
23,Jack Studnicka,C,6-1,171,R/-,1,February 18 1999,studnja01
1,Jeremy Swayman,G,6-2,194,-/L,R,November 24 1998,swaymje01
84,Jarred Tinordi,D,6-6,229,L/-,5,February 20 1992,tinorja01
58,Urho Vaakanainen,D,6-1,185,L/-,2,January 1 1999,vaakaur01
80,Daniel Vladar,G,6-5,185,-/L,R,August 20 1997,vladada01
14,Chris Wagner,C,6-0,198,R/-,6,May 27 1991,wagnech01
67,Jakub Zboril,D,6-1,201,L/-,1,February 21 1997,zborija01
